index,income_total,income_type,gender,car,reality,child_num,edu_type,family_type,house_type,FLAG_MOBIL,phone_case,email,occyp_type,family_size,begin_month,YEARS_BIRTH,ADD_DAYS_BIRTH,YEARS_EMPLOYED,ADD_DAYS_EMPLOYED,credit
15688,652500.0,Working,F,Y,N,0,Higher education,Single / not married,House / apartment,1,3,1,Managers,1.0,-23.0,52,157,0,349,2.0
15689,202500.0,Working,M,Y,Y,5,Secondary / secondary special,Married,Co-op apartment,1,0,0,Managers,7.0,-19.0,31,69,7,172,0.0
15690,157500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,,3.0,-15.0,43,184,4,280,1.0
15691,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-60.0,58,327,unemployed,unemployed,2.0
15692,90000.0,Working,F,N,N,0,Higher education,Single / not married,House / apartment,1,0,0,Core staff,1.0,-13.0,26,137,0,189,2.0
15693,135000.0,Working,F,Y,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,1.0,-47.0,44,151,3,311,2.0
15694,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Managers,2.0,-6.0,44,335,20,71,1.0
15695,202500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,High skill tech staff,2.0,-4.0,41,266,22,345,1.0
15696,157500.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,-20.0,30,62,2,218,1.0
15697,216000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,Rented apartment,1,0,0,Laborers,3.0,-47.0,46,261,3,362,2.0
15698,157500.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,,3.0,-51.0,31,312,5,303,2.0
15699,225000.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,1,Managers,3.0,-9.0,26,125,6,76,0.0
15700,112500.0,Working,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,4.0,-25.0,32,195,7,13,1.0
15701,31531.5,Pensioner,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-24.0,60,204,unemployed,unemployed,1.0
15702,405000.0,State servant,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,4.0,-29.0,50,209,11,130,1.0
15703,90000.0,Commercial associate,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Low-skill Laborers,4.0,-42.0,45,300,15,143,0.0
15704,157500.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Medicine staff,1.0,-4.0,52,220,32,271,0.0
15705,157500.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-45.0,39,95,5,111,1.0
15706,180000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,,2.0,-8.0,58,199,unemployed,unemployed,0.0
15707,211500.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,-24.0,28,317,7,191,2.0
15708,202500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,High skill tech staff,2.0,0.0,41,266,22,345,0.0
15709,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-44.0,63,230,unemployed,unemployed,2.0
15710,315000.0,Working,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1.0,-24.0,34,256,4,188,2.0
15711,270000.0,State servant,F,N,N,0,Secondary / secondary special,Separated,House / apartment,1,1,1,Medicine staff,1.0,-11.0,53,18,33,287,2.0
15712,81000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-57.0,57,43,unemployed,unemployed,1.0
15713,450000.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Single / not married,With parents,1,0,0,Managers,1.0,-44.0,28,143,3,187,2.0
15714,166500.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,1,Medicine staff,3.0,-33.0,37,40,10,190,2.0
15715,180000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-9.0,47,3,8,70,0.0
15716,171000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,2.0,-45.0,41,146,5,194,1.0
15717,148500.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,Office apartment,1,0,0,Core staff,2.0,-39.0,46,317,6,87,1.0
15718,135000.0,Commercial associate,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,4.0,-16.0,34,131,12,169,2.0
15719,135000.0,State servant,F,N,N,1,Secondary / secondary special,Separated,House / apartment,1,0,0,Medicine staff,2.0,-32.0,44,90,14,38,2.0
15720,148500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-50.0,52,296,unemployed,unemployed,1.0
15721,119700.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,1,0,,3.0,-12.0,35,283,9,44,2.0
15722,378000.0,Commercial associate,M,Y,N,2,Higher education,Married,House / apartment,1,0,1,Security staff,4.0,-22.0,29,137,3,150,2.0
15723,225000.0,Pensioner,F,N,N,0,Higher education,Married,House / apartment,1,0,1,,2.0,-1.0,55,6,unemployed,unemployed,0.0
15724,225000.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,1,0,Core staff,2.0,-40.0,47,247,8,233,0.0
15725,337500.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,1,1,Managers,1.0,-32.0,45,165,1,73,2.0
15726,135000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-42.0,46,191,4,18,2.0
15727,225000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Cleaning staff,1.0,-60.0,57,119,2,320,1.0
15728,292500.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,Accountants,2.0,-43.0,37,72,3,171,0.0
15729,292500.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,High skill tech staff,2.0,-26.0,51,149,25,133,2.0
15730,202500.0,Commercial associate,F,N,Y,1,Higher education,Civil marriage,House / apartment,1,0,1,Accountants,3.0,-8.0,38,199,8,173,1.0
15731,202500.0,Working,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,Laborers,2.0,-2.0,36,284,13,9,1.0
15732,99000.0,State servant,M,N,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,2.0,-59.0,60,287,14,306,1.0
15733,225000.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,-9.0,35,236,5,128,1.0
15734,180000.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,3,0,High skill tech staff,2.0,-39.0,60,328,1,321,2.0
15735,60750.0,Commercial associate,F,N,Y,2,Higher education,Married,House / apartment,1,3,0,Core staff,4.0,-58.0,29,102,5,156,0.0
15736,157500.0,Commercial associate,F,Y,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-43.0,33,264,5,137,2.0
15737,180000.0,Commercial associate,F,Y,Y,1,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,2.0,-58.0,39,94,16,340,2.0
15738,108000.0,State servant,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,2,0,,4.0,-39.0,34,119,2,188,0.0
15739,90000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,2.0,-59.0,51,113,25,200,0.0
15740,225000.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-17.0,33,277,10,67,1.0
15741,180000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-27.0,59,218,12,160,2.0
15742,130500.0,Pensioner,M,N,N,0,Higher education,Married,House / apartment,1,0,0,,2.0,-16.0,67,302,unemployed,unemployed,0.0
15743,157500.0,Working,F,N,Y,2,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,3.0,-53.0,37,211,3,230,2.0
15744,222750.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Drivers,2.0,-24.0,46,154,3,229,1.0
15745,202500.0,Working,M,N,N,1,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,-11.0,40,229,1,320,1.0
15746,225000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,With parents,1,0,0,Core staff,1.0,-30.0,30,70,1,158,2.0
15747,135000.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,With parents,1,0,0,Cleaning staff,1.0,-39.0,54,317,7,142,1.0
15748,157500.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-54.0,52,24,4,110,2.0
15749,112500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,3.0,-21.0,35,72,3,16,2.0
15750,135000.0,Working,F,N,Y,1,Incomplete higher,Separated,House / apartment,1,0,0,Sales staff,2.0,-10.0,27,298,1,234,1.0
15751,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,2.0,-25.0,37,61,5,75,2.0
15752,112500.0,Commercial associate,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,4.0,-5.0,34,153,2,295,0.0
15753,157500.0,Commercial associate,F,N,Y,2,Higher education,Married,House / apartment,1,0,0,High skill tech staff,4.0,-19.0,33,90,3,121,1.0
15754,67500.0,Working,F,N,Y,1,Secondary / secondary special,Separated,With parents,1,0,0,Medicine staff,2.0,-40.0,28,125,7,80,2.0
15755,135000.0,Working,F,N,Y,3,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,,4.0,-43.0,37,336,12,45,2.0
15756,135000.0,Commercial associate,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-5.0,33,145,1,326,1.0
15757,117000.0,Working,F,N,N,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,Sales staff,2.0,-22.0,36,354,3,186,2.0
15758,67500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,-5.0,48,67,9,126,1.0
15759,225000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,-36.0,39,95,6,340,2.0
15760,112500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,Cooking staff,1.0,-15.0,37,170,1,50,2.0
15761,112500.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,1,0,High skill tech staff,2.0,-26.0,50,281,2,195,1.0
15762,135000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-55.0,52,115,17,137,1.0
15763,157500.0,Commercial associate,M,Y,N,2,Higher education,Separated,Office apartment,1,1,0,Managers,3.0,-45.0,37,9,3,262,0.0
15764,225000.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-2.0,33,277,10,67,0.0
15765,90000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Private service staff,3.0,-32.0,27,320,5,141,2.0
15766,265500.0,Working,M,Y,Y,1,Higher education,Married,With parents,1,0,0,Accountants,3.0,-11.0,30,48,6,324,2.0
15767,135000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,2,0,Low-skill Laborers,3.0,-57.0,41,251,8,49,2.0
15768,225000.0,Working,M,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-35.0,41,51,9,126,2.0
15769,193500.0,Working,F,N,Y,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,Cooking staff,2.0,-49.0,48,360,27,3,0.0
15770,135000.0,Working,M,Y,N,1,Higher education,Married,House / apartment,1,2,0,Managers,3.0,-1.0,33,196,4,121,0.0
15771,157500.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Core staff,3.0,-41.0,35,216,4,136,2.0
15772,180000.0,Working,M,Y,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,3.0,-33.0,39,215,8,323,0.0
15773,247500.0,Commercial associate,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,-54.0,43,237,12,110,2.0
15774,202500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-30.0,59,289,unemployed,unemployed,2.0
15775,315000.0,Working,F,Y,N,1,Higher education,Married,House / apartment,1,0,0,,3.0,-8.0,42,89,10,7,1.0
15776,247500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-8.0,41,295,1,257,2.0
15777,238500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Core staff,2.0,-27.0,46,310,3,141,2.0
15778,247500.0,State servant,M,Y,Y,0,Higher education,Single / not married,House / apartment,1,3,0,High skill tech staff,1.0,-39.0,27,157,2,96,1.0
15779,301500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,Rented apartment,1,0,0,Laborers,2.0,-4.0,24,249,2,134,1.0
15780,405000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Laborers,1.0,-23.0,50,168,9,98,2.0
15781,315000.0,Commercial associate,F,Y,Y,1,Secondary / secondary special,Married,Municipal apartment,1,0,0,Medicine staff,3.0,-26.0,44,35,21,314,1.0
15782,112500.0,Pensioner,F,N,Y,0,Higher education,Single / not married,House / apartment,1,1,0,,1.0,-21.0,57,217,unemployed,unemployed,0.0
15783,189000.0,Working,M,Y,Y,1,Incomplete higher,Married,House / apartment,1,1,0,,3.0,-60.0,41,322,6,311,0.0
15784,157500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-48.0,50,206,18,221,1.0
15785,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-2.0,66,92,unemployed,unemployed,0.0
15786,216000.0,Working,M,N,N,1,Secondary / secondary special,Married,Municipal apartment,1,0,1,Laborers,3.0,-19.0,35,171,6,228,0.0
15787,225000.0,Commercial associate,M,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Core staff,1.0,-43.0,25,95,4,13,1.0
15788,225000.0,Commercial associate,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,4.0,-47.0,39,241,13,242,2.0
15789,247500.0,Commercial associate,F,N,Y,1,Incomplete higher,Married,House / apartment,1,0,0,Accountants,3.0,-31.0,29,331,2,191,2.0
15790,225000.0,Commercial associate,M,N,N,1,Secondary / secondary special,Married,With parents,1,0,0,Drivers,3.0,-6.0,48,348,5,87,1.0
15791,202500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-18.0,57,65,4,123,2.0
15792,270000.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-10.0,61,75,unemployed,unemployed,1.0
15793,112500.0,State servant,F,Y,Y,2,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,High skill tech staff,4.0,-24.0,36,188,15,342,0.0
15794,247500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-47.0,30,2,9,292,0.0
15795,85500.0,Commercial associate,F,N,N,2,Higher education,Married,House / apartment,1,1,0,High skill tech staff,4.0,-14.0,37,203,12,245,1.0
15796,270000.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,0,1,Laborers,2.0,-11.0,25,29,0,187,1.0
15797,189000.0,Commercial associate,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,-29.0,28,180,3,96,2.0
15798,135000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,2.0,-12.0,39,343,20,46,1.0
15799,315000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,3.0,-39.0,44,299,11,327,2.0
15800,315000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,-41.0,37,125,8,310,2.0
15801,184500.0,Working,M,Y,N,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,Laborers,2.0,-34.0,49,128,3,120,0.0
15802,72000.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,-44.0,46,346,3,171,2.0
15803,90000.0,State servant,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,Cooking staff,2.0,-55.0,48,247,10,154,2.0
15804,135000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Widow,House / apartment,1,1,0,,1.0,-15.0,61,239,unemployed,unemployed,2.0
15805,119250.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Core staff,3.0,-23.0,43,236,12,24,0.0
15806,112500.0,Working,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-15.0,31,228,2,249,2.0
15807,360000.0,Working,M,Y,N,0,Higher education,Civil marriage,House / apartment,1,2,0,Managers,2.0,-43.0,32,161,8,172,0.0
15808,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-15.0,40,241,unemployed,unemployed,1.0
15809,450000.0,Working,M,Y,Y,1,Higher education,Married,Office apartment,1,0,0,Managers,3.0,-32.0,50,226,7,70,1.0
15810,67500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,,2.0,-39.0,53,23,3,157,2.0
15811,90000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Sales staff,2.0,-9.0,28,305,5,310,0.0
15812,126000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,1,Sales staff,2.0,-45.0,49,329,9,223,2.0
15813,238500.0,Commercial associate,M,N,N,1,Secondary / secondary special,Single / not married,Co-op apartment,1,0,0,Security staff,2.0,-9.0,24,34,0,124,0.0
15814,315000.0,Commercial associate,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,2,1,Security staff,3.0,-19.0,40,268,8,93,1.0
15815,153000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,1,0,,1.0,-16.0,59,243,unemployed,unemployed,2.0
15816,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-21.0,58,348,unemployed,unemployed,2.0
15817,94500.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,2,0,Laborers,1.0,-29.0,42,342,1,257,1.0
15818,270000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,3,1,Core staff,1.0,-43.0,36,130,0,235,2.0
15819,135000.0,Commercial associate,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,-52.0,30,209,2,126,0.0
15820,202500.0,Commercial associate,F,N,Y,0,Higher education,Widow,House / apartment,1,0,0,Accountants,1.0,-34.0,45,163,12,255,1.0
15821,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-52.0,43,227,5,261,2.0
15822,112500.0,Working,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Medicine staff,2.0,-1.0,36,363,4,308,0.0
15823,157500.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-16.0,47,136,14,168,2.0
15824,135000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,0,0,,3.0,-50.0,27,159,6,121,2.0
15825,315000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Drivers,2.0,-47.0,50,85,7,241,2.0
15826,112500.0,Commercial associate,M,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,-13.0,62,77,18,201,2.0
15827,126000.0,Pensioner,M,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-12.0,63,100,unemployed,unemployed,2.0
15828,99000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-4.0,64,225,unemployed,unemployed,1.0
15829,132372.0,Commercial associate,M,Y,N,0,Secondary / secondary special,Married,With parents,1,2,1,Sales staff,2.0,-6.0,23,19,1,13,0.0
15830,76500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,Municipal apartment,1,0,0,,2.0,-52.0,55,307,unemployed,unemployed,2.0
15831,90000.0,Commercial associate,F,N,Y,0,Higher education,Separated,House / apartment,1,0,0,Core staff,1.0,-27.0,50,136,24,48,2.0
15832,270000.0,Commercial associate,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-6.0,44,355,0,219,0.0
15833,270000.0,Commercial associate,M,Y,Y,2,Incomplete higher,Married,House / apartment,1,1,0,Managers,4.0,-52.0,41,62,3,179,2.0
15834,405000.0,Commercial associate,F,Y,Y,0,Incomplete higher,Married,House / apartment,1,1,0,,2.0,0.0,50,267,10,294,0.0
15835,126000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-44.0,57,46,unemployed,unemployed,0.0
15836,90000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Drivers,2.0,-27.0,50,222,4,201,0.0
15837,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Core staff,2.0,-9.0,32,132,4,182,0.0
15838,193500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-6.0,42,117,4,261,1.0
15839,90000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-44.0,47,289,3,17,2.0
15840,270000.0,Working,M,N,Y,0,Higher education,Married,House / apartment,1,1,0,Managers,2.0,-57.0,37,49,10,315,1.0
15841,225000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,3.0,-58.0,34,68,9,284,1.0
15842,315000.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Security staff,2.0,-16.0,29,275,2,271,0.0
15843,99000.0,Working,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,4.0,-51.0,32,337,2,353,2.0
15844,67500.0,Working,F,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,3,0,Accountants,2.0,-20.0,30,176,5,262,0.0
15845,81000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,3,0,Core staff,3.0,-42.0,29,63,3,298,2.0
15846,202500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,2,0,,1.0,-31.0,29,167,1,225,1.0
15847,112500.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-49.0,54,211,unemployed,unemployed,2.0
15848,270000.0,Working,M,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,-28.0,26,325,3,246,1.0
15849,315000.0,Working,M,Y,N,0,Higher education,Married,House / apartment,1,1,1,,2.0,-35.0,56,106,30,233,2.0
15850,112500.0,Pensioner,M,Y,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,,2.0,-57.0,60,90,unemployed,unemployed,2.0
15851,225000.0,Commercial associate,F,Y,N,0,Higher education,Married,With parents,1,0,0,Accountants,2.0,-10.0,32,148,0,165,2.0
15852,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-24.0,55,287,unemployed,unemployed,2.0
15853,157500.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-33.0,42,349,10,17,2.0
15854,247500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-20.0,39,332,20,69,0.0
15855,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,1,Cooking staff,2.0,-10.0,37,284,11,15,2.0
15856,54000.0,Pensioner,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,0.0,55,57,unemployed,unemployed,0.0
15857,112500.0,Commercial associate,M,Y,N,0,Higher education,Married,House / apartment,1,2,0,,2.0,-37.0,57,208,6,6,1.0
15858,135000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Drivers,2.0,-41.0,52,76,0,99,0.0
15859,99000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-35.0,58,357,unemployed,unemployed,2.0
15860,180000.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-10.0,59,346,unemployed,unemployed,1.0
15861,351000.0,State servant,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Medicine staff,1.0,-6.0,47,280,11,169,1.0
15862,405000.0,State servant,F,Y,N,0,Higher education,Single / not married,House / apartment,1,1,0,Managers,1.0,-11.0,54,342,2,250,0.0
15863,90000.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Drivers,2.0,-14.0,39,311,0,349,2.0
15864,360000.0,Working,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,2,0,Drivers,4.0,-45.0,43,335,6,350,1.0
15865,185400.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-29.0,64,224,unemployed,unemployed,2.0
15866,144000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,1,Drivers,3.0,-7.0,23,301,2,340,1.0
15867,112500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-27.0,44,16,21,14,1.0
15868,135000.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,,4.0,-21.0,33,251,11,299,0.0
15869,144000.0,Working,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-15.0,36,50,13,198,1.0
15870,180000.0,Working,F,Y,N,0,Higher education,Married,With parents,1,3,0,Accountants,2.0,-13.0,31,65,2,277,1.0
15871,157500.0,Commercial associate,M,Y,N,2,Higher education,Separated,Office apartment,1,1,0,Managers,3.0,-21.0,37,9,3,262,0.0
15872,81000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Sales staff,2.0,-20.0,52,284,0,109,2.0
15873,112500.0,Working,F,N,N,2,Secondary / secondary special,Married,House / apartment,1,2,0,Sales staff,4.0,-58.0,29,135,0,128,0.0
15874,112500.0,Working,F,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,2.0,-2.0,37,181,3,161,1.0
15875,234000.0,Working,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,3.0,-20.0,35,61,13,111,2.0
15876,81000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,0,1,,2.0,-9.0,25,197,3,196,2.0
15877,225000.0,Working,M,Y,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Core staff,1.0,-35.0,25,62,0,308,0.0
15878,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,Sales staff,2.0,-51.0,45,359,5,363,1.0
